personLookup,dictText
jephunneh_841,One of the descendants of Asher ([1 Chr. 7:38](/1chr#1Chr.7.38)).
jerah_842,
jerahmeel_843,"The son of Hezron, the brother of Caleb ([1 Chr. 2:9](/1chr#1Chr.2.9), [25](/1chr#1Chr.2.25), [26](/1chr#1Chr.2.26), etc.)."
jerahmeel_844,"The son of Kish, a Levite ([1 Chr. 24:29](/1chr#1Chr.24.29))."
jerahmeel_845,Son of Hammelech ([Jer. 36:26](/jer#Jer.36.26)).
jered_846,A son of Ezra probably ([1 Chr. 4:18](/1chr#1Chr.4.18)).
jeremai_847,
jeremiah_848,"The father of Hamutal ([2 Kings 23:31](/2kgs#2Kgs.23.31)), the wife of Josiah."
jeremiah_849,One of the chiefs of the tribe of Manasseh on the east of Jordan ([1 Chr. 5:24](/1chr#1Chr.5.24)).
jeremiah_850,A Benjamite slinger who joined David at Ziklag ([1 Chr. 12:4](/1chr#1Chr.12.4)).
jeremiah_851,A Gadite who joined David in the wilderness ([1 Chr. 12:10](/1chr#1Chr.12.10)).
jeremiah_852,A Gadite warrior ([1 Chr. 12:13](/1chr#1Chr.12.13)).
jeremiah_853,"One of the “greater prophets” of the Old Testament, son of Hilkiah (q.v.), a priest of Anathoth ([Jer. 1:1](/jer#Jer.1.1); [32:6](/jer#Jer.32.6)). He was called to the prophetical office when still young (1:6), in the thirteenth year of Josiah (B.C. 628). He left his native place, and went to reside in Jerusalem, where he greatly assisted Josiah in his work of reformation ([2 Kings 23:1-25](/2kgs#2Kgs.23.1)). The death of this pious king was bewailed by the prophet as a national calamity ([2 Chr. 35:25](/2chr#2Chr.35.25)).

 During the three years of the reign of Jehoahaz we find no reference to Jeremiah, but in the beginning of the reign of Jehoiakim the enmity of the people against him broke out in bitter persecution, and he was placed apparently under restraint ([Jer. 36:5](/jer#Jer.36.5)). In the fourth year of Jehoiakim he was commanded to write the predictions given to him, and to read them to the people on the fast-day. This was done by Baruch his servant in his stead, and produced much public excitement. The roll was read to the king. In his recklessness he seized the roll, and cut it to pieces, and cast it into the fire, and ordered both Baruch and Jeremiah to be apprehended. Jeremiah procured another roll, and wrote in it the words of the roll the king had destroyed, and “many like words” besides ([Jer. 36:32](/jer#Jer.36.32)).

 He remained in Jerusalem, uttering from time to time his words of warning, but without effect. He was there when Nebuchadnezzar besieged the city ([Jer. 37:4](/jer#Jer.37.4), [5](/jer#Jer.37.5)), B.C. 589. The rumour of the approach of the Egyptians to aid the Jews in this crisis induced the Chaldeans to withdraw and return to their own land. This, however, was only for a time. The prophet, in answer to his prayer, received a message from God announcing that the Chaldeans would come again and take the city, and burn it with fire (37:7, 8). The princes, in their anger at such a message by Jeremiah, cast him into prison (37:15-38:13). He was still in confinement when the city was taken (B.C. 588). The Chaldeans released him, and showed him great kindness, allowing him to choose the place of his residence. He accordingly went to Mizpah with Gedaliah, who had been made governor of Judea. Johanan succeeded Gedaliah, and refusing to listen to Jeremiah’s counsels, went down into Egypt, taking Jeremiah and Baruch with him ([Jer. 43:6](/jer#Jer.43.6)). There probably the prophet spent the remainder of his life, in vain seeking still to turn the people to the Lord, from whom they had so long revolted (44). He lived till the reign of Evil-Merodach, son of Nebuchadnezzar, and must have been about ninety years of age at his death. We have no authentic record of his death. He may have died at Tahpanhes, or, according to a tradition, may have gone to Babylon with the army of Nebuchadnezzar; but of this there is nothing certain."
jeremiah_854,
jeremiah_855,
jeremoth_856,
jeremoth_857,"[1 Chr. 24:30](/1chr#1Chr.24.30), a Merarite Levite."
jeremoth_858,
jeremoth_859,
jeriah_860,
jeribai_861,
jeriel_862,
jerijah_863,
jerimoth_864,One of the sons of Bela ([1 Chr. 7:7](/1chr#1Chr.7.7)).
jerimoth_865,
jerimoth_866,A Benjamite slinger who joined David at Ziklag ([1 Chr. 12:5](/1chr#1Chr.12.5)).
jerimoth_867,A Levitical musician under Heman his father ([1 Chr. 25:4](/1chr#1Chr.25.4)).
jerimoth_868,"[1 Chr. 27:19](/1chr#1Chr.27.19), ruler of Naphtali."
jerimoth_869,One of David’s sons ([2 Chr. 11:18](/2chr#2Chr.11.18)).
jerimoth_870,"A Levite, one of the overseers of the temple offerings ([2 Chr. 31:13](/2chr#2Chr.31.13)) in the reign of Hezekiah."
jerioth_871,
jeroboam_872,"The son of Nebat ([1 Kings 11:26-39](/1kgs#1Kgs.11.26)), “an Ephrathite,” the first king of the ten tribes, over whom he reigned twenty-two years (B.C. 976-945). He was the son of a widow of Zereda, and while still young was promoted by Solomon to be chief superintendent of the “burnden”, i.e., of the bands of forced labourers. Influenced by the words of the prophet Ahijah, he began to form conspiracies with the view of becoming king of the ten tribes; but these having been discovered, he fled to Egypt ([1 Kings 11:29-40](/1kgs#1Kgs.11.29)), where he remained for a length of time under the protection of Shishak I. On the death of Solomon, the ten tribes, having revolted, sent to invite him to become their king. The conduct of Rehoboam favoured the designs of Jeroboam, and he was accordingly proclaimed “king of Israel” ([1 Kings 12](/1kgs#1Kgs.12): 1-20). He rebuilt and fortified Shechem as the capital of his kingdom. He at once adopted means to perpetuate the division thus made between the two parts of the kingdom, and erected at Dan and Bethel, the two extremities of his kingdom, “golden calves,” which he set up as symbols of Jehovah, enjoining the people not any more to go up to worship at Jerusalem, but to bring their offerings to the shrines he had erected. Thus he became distinguished as the man “who made Israel to sin.” This policy was followed by all the succeeding kings of Israel.

 While he was engaged in offering incense at Bethel, a prophet from Judah appeared before him with a warning message from the Lord. Attempting to arrest the prophet for his bold words of defiance, his hand was “dried up,” and the altar before which he stood was rent asunder. At his urgent entreaty his “hand was restored him again” ([1 Kings 13:1-6](/1kgs#1Kgs.13.1), [9](/1kgs#1Kgs.13.9); comp. [2 Kings 23:15](/2kgs#2Kgs.23.15)); but the miracle made no abiding impression on him. His reign was one of constant war with the house of Judah. He died soon after his son Abijah ([1 Kings 14:1-18](/1kgs#1Kgs.14.1))."
jeroboam_873,"Jeroboam II., the son and successor of Jehoash, and the fourteenth king of Israel, over which he ruled for forty-one years, B.C. 825-784 ([2 Kings 14:23](/2kgs#2Kgs.14.23)). He followed the example of the first Jeroboam in keeping up the worship of the golden calves ([2 Kings 14:24](/2kgs#2Kgs.14.24)). His reign was contemporary with those of Amaziah ([2 Kings 14:23](/2kgs#2Kgs.14.23)) and Uzziah (15:1), kings of Judah. He was victorious over the Syrians (13:4; 14:26, 27), and extended Israel to its former limits, from “the entering of Hamath to the sea of the plain” (14:25; [Amos 6:14](/amos#Amos.6.14)). His reign of forty-one years was the most prosperous that Israel had ever known as yet. With all this outward prosperity, however, iniquity widely prevailed in the land ([Amos 2:6-8](/amos#Amos.2.6); [4:1](/amos#Amos.4.1); [6:6](/amos#Amos.6.6); [Hos. 4:12-14](/hos#Hos.4.12)). The prophets Hosea (1:1), Joel (3:16; [Amos 1:1](/amos#Amos.1.1), [2](/amos#Amos.1.2)), Amos (1:1), and Jonah ([2 Kings 14:25](/2kgs#2Kgs.14.25)) lived during his reign. He died, and was buried with his ancestors (14:29). He was succeeded by his son Zachariah (q.v.).

 His name occurs in Scripture only in [2 Kings 13:13](/2kgs#2Kgs.13.13); [14:16](/2kgs#2Kgs.14.16), [23](/2kgs#2Kgs.14.23), [27](/2kgs#2Kgs.14.27), [28](/2kgs#2Kgs.14.28), [29](/2kgs#2Kgs.14.29); [15:1](/2kgs#2Kgs.15.1), [8](/2kgs#2Kgs.15.8); [1 Chr. 5:17](/1chr#1Chr.5.17); [Hos. 1:1](/hos#Hos.1.1); [Amos 1:1](/amos#Amos.1.1); [7:9](/amos#Amos.7.9), [10](/amos#Amos.7.10), [11](/amos#Amos.7.11). In all other passages it is Jeroboam the son of Nebat that is meant."
jeroham_874,"Father of Elkanah, and grandfather of the prophet Samuel ([1 Sam. 1:1](/1sam#1Sam.1.1))."
jeroham_875,
jeroham_876,[1 Chr. 9:8](/1chr#1Chr.9.8); a Benjamite.
jeroham_877,"[1 Chr. 9:12](/1chr#1Chr.9.12); a priest, perhaps the same as in [Neh. 11:12](/neh#Neh.11.12)."
jeroham_878,[1 Chr. 12:7](/1chr#1Chr.12.7); a Benjamite.
jeroham_879,"The father of Azareel, the “captain” of the tribe of Dan ([1 Chr. 27:22](/1chr#1Chr.27.22))."
jeroham_880,[2 Chr. 23:1](/2chr#2Chr.23.1); one whose son assisted in placing Joash on the throne.
jerubbesheth_881,"Contender with the shame; i.e., idol, a surname also of Gideon ([2 Sam. 11:21](/2sam#2Sam.11.21))."
jerushah_882,"Possession, or possessed; i.e., “by a husband”, the wife of Uzziah, and mother of king Jotham ([2 Kings 15:33](/2kgs#2Kgs.15.33))."
jesaiah_883,One of the three sons of Hananiah ([1 Chr. 3:21](/1chr#1Chr.3.21)).
jesaiah_884,
jeshaiah_647,"A Kohathite Levite, the father of Joram, of the family of Eliezer ([1 Chr. 26:25](/1chr#1Chr.26.25)); called also Isshiah (24:21)."
jeshaiah_885,"One of the sons of Jeduthum ([1 Chr. 25:3](/1chr#1Chr.25.3), [15](/1chr#1Chr.25.15))."
jeshaiah_886,Son of Athaliah ([Ezra 8:7](/ezra#Ezra.8.7)).
jeshaiah_887,
jesharelah_334,"Upright towards God, the head of the seventh division of Levitical musicians ([1 Chr. 25:14](/1chr#1Chr.25.14))."
jeshebeab_888,"Seat of his father, the head of the fourteenth division of priests ([1 Chr. 24:13](/1chr#1Chr.24.13))."
jesher_889,"Uprightness, the first of the three sons of Caleb by Azubah ([1 Chr. 2:18](/1chr#1Chr.2.18))."
jeshishai_890,
jeshohaiah_891,
jeshua_892,A Levite appointed by Hezekiah to distribute offerings in the priestly cities ([2 Chr. 31:15](/2chr#2Chr.31.15)).
jeshua_894,[Ezra 2:6](/ezra#Ezra.2.6); [Neh. 7:11](/neh#Neh.7.11).
jeshua_895,[Ezra 2:40](/ezra#Ezra.2.40); [Neh. 7:43](/neh#Neh.7.43).
jeshua_896,A Levite ([Ezra 8:33](/ezra#Ezra.8.33)).
jeshua_897,[Neh. 3:19](/neh#Neh.3.19).
jeshua_898,Son of Kadmiel ([Neh. 12:24](/neh#Neh.12.24)).
jeshua_899,Head of the ninth priestly order ([Ezra 2:36](/ezra#Ezra.2.36)); called also Jeshuah ([1 Chr. 24:11](/1chr#1Chr.24.11)).
jesiah_900,
jesimiel_902,
jesse_903,"Firm, or a gift, a son of Obed, the son of Boaz and Ruth ([Ruth 4:17](/ruth#Ruth.4.17), [22](/ruth#Ruth.4.22); [Matt. 1:5](/matt#Matt.1.5), [6](/matt#Matt.1.6); [Luke 3:32](/luke#Luke.3.32)). He was the father of eight sons, the youngest of whom was David ([1 Sam. 17:12](/1sam#1Sam.17.12)). The phrase “stem of Jesse” is used for the family of David ([Isa. 11:1](/isa#Isa.11.1)), and “root of Jesse” for the Messiah ([Isa. 11:10](/isa#Isa.11.10); [Rev. 5:5](/rev#Rev.5.5)). Jesse was a man apparently of wealth and position at Bethlehem ([1 Sam. 17:17](/1sam#1Sam.17.17), [18](/1sam#1Sam.17.18), [20](/1sam#1Sam.17.20); [Ps. 78:71](/ps#Ps.78.71)). The last reference to him is of David’s procuring for him an asylum with the king of Moab ([1 Sam. 22:3](/1sam#1Sam.22.3))."
jesus_904,"A Jewish Christian surnamed Justus ([Col. 4:11](/col#Col.4.11)).

 Je’sus, the proper, as Christ is the official, name of our Lord. To distinguish him from others so called, he is spoken of as “Jesus of Nazareth” ([John 18:7](/john#John.18.7)), and “Jesus the son of Joseph” ([John 6:42](/john#John.6.42)).

 This is the Greek form of the Hebrew name Joshua, which was originally Hoshea ([Num. 13:8](/num#Num.13.8), [16](/num#Num.13.16)), but changed by Moses into Jehoshua ([Num. 13:16](/num#Num.13.16); [1 Chr. 7:27](/1chr#1Chr.7.27)), or Joshua. After the Exile it assumed the form Jeshua, whence the Greek form Jesus. It was given to our Lord to denote the object of his mission, to save ([Matt. 1:21](/matt#Matt.1.21)).

 The life of Jesus on earth may be divided into two great periods, (1) that of his private life, till he was about thirty years of age; and (2) that of his public life, which lasted about three years.

 In the “fulness of time” he was born at Bethlehem, in the reign of the emperor Augustus, of Mary, who was betrothed to Joseph, a carpenter ([Matt. 1:1](/matt#Matt.1.1); [Luke 3:23](/luke#Luke.3.23); comp. [John 7:42](/john#John.7.42)). His birth was announced to the shepherds ([Luke 2:8-20](/luke#Luke.2.8)). Wise men from the east came to Bethlehem to see him who was born “King of the Jews,” bringing gifts with them ([Matt. 2:1-12](/matt#Matt.2.1)). Herod’s cruel jealousy led to Joseph’s flight into Egypt with Mary and the infant Jesus, where they tarried till the death of this king ([Matt. 2:13-23](/matt#Matt.2.13)), when they returned and settled in Nazareth, in Lower Galilee (2:23; comp. [Luke 4:16](/luke#Luke.4.16); [John 1:46](/john#John.1.46), etc.). At the age of twelve years he went up to Jerusalem to the Passover with his parents. There, in the temple, “in the midst of the doctors,” all that heard him were “astonished at his understanding and answers” ([Luke 2:41](/luke#Luke.2.41), etc.).

 Eighteen years pass, of which we have no record beyond this, that he returned to Nazareth and “increased in wisdom and stature, and in favour with God and man” ([Luke 2:52](/luke#Luke.2.52)).

 He entered on his public ministry when he was about thirty years of age. It is generally reckoned to have extended to about three years. “Each of these years had peculiar features of its own."
jesus_905,"Anointed, the Greek translation of the Hebrew word rendered “Messiah” (q.v.), the official title of our Lord, occurring five hundred and fourteen times in the New Testament. It denotes that he was anointed or consecrated to his great redemptive work as Prophet, Priest, and King of his people. He is Jesus the Christ ([Acts 17:3](/acts#Acts.17.3); [18:5](/acts#Acts.18.5); [Matt. 22:42](/matt#Matt.22.42)), the Anointed One. He is thus spoken of by Isaiah (61:1), and by Daniel (9:24-26), who styles him “Messiah the Prince.”

 The Messiah is the same person as “the seed of the woman” ([Gen. 3:15](/gen#Gen.3.15)), “the seed of Abraham” ([Gen. 22:18](/gen#Gen.22.18)), the “Prophet like unto Moses” ([Deut. 18:15](/deut#Deut.18.15)), “the priest after the order of Melchizedek” ([Ps. 110:4](/ps#Ps.110.4)), “the rod out of the stem of Jesse” ([Isa. 11:1](/isa#Isa.11.1), [10](/isa#Isa.11.10)), the “Immanuel,” the virgin’s son ([Isa. 7:14](/isa#Isa.7.14)), “the branch of Jehovah” ([Isa. 4:2](/isa#Isa.4.2)), and “the messenger of the covenant” ([Mal. 3:1](/mal#Mal.3.1)). This is he “of whom Moses in the law and the prophets did write.” The Old Testament Scripture is full of prophetic declarations regarding the Great Deliverer and the work he was to accomplish. Jesus the Christ is Jesus the Great Deliverer, the Anointed One, the Saviour of men. This name denotes that Jesus was divinely appointed, commissioned, and accredited as the Saviour of men ([Heb. 5:4](/heb#Heb.5.4); [Isa. 11:2-4](/isa#Isa.11.2); [49:6](/isa#Isa.49.6); [John 5:37](/john#John.5.37); [Acts 2:22](/acts#Acts.2.22)).

 To believe that “Jesus is the Christ” is to believe that he is the Anointed, the Messiah of the prophets, the Saviour sent of God, that he was, in a word, what he claimed to be. This is to believe the gospel, by the faith of which alone men can be brought unto God. That Jesus is the Christ is the testimony of God, and the faith of this constitutes a Christian ([1 Cor. 12:3](/1cor#1Cor.12.3); [1 John 5:1](/1john#1John.5.1))."
